16,17,18,19,22,19,18,17,16,0,21,0,0,0,0,0,20,0,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,6,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$3,11,19,0,255,True,
16,17,18,0,22,19,18,17,16,0,21,19,0,0,0,0,20,0,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,6,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$20,29,15,0,255,True,
16,17,18,0,22,19,18,17,16,0,21,19,0,0,0,0,20,0,15,15,0,15,15,15,15,15,15,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,6,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$19,28,15,1,255,True,
16,17,18,0,22,19,18,17,16,0,21,19,0,0,0,0,20,0,15,0,0,15,15,15,15,15,15,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,$29,38,15,0,255,True,
16,17,18,0,22,19,18,17,16,0,21,19,0,0,0,0,20,0,15,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,$4,14,22,0,255,True,
16,17,18,0,0,19,18,17,16,0,21,19,0,0,22,0,20,0,15,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,$38,47,15,1,255,True,
16,17,18,0,0,19,18,17,16,0,21,19,0,0,22,0,20,0,15,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,$0,55,0,0,15,True,
16,17,18,0,0,19,18,17,16,0,21,19,0,0,22,0,20,0,15,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,15,0,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,$0,47,0,0,15,True,
16,17,18,0,0,19,18,17,16,0,21,19,0,0,22,0,20,0,15,0,0,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,2,3,4,5,8,5,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1,20,17,0,255,True,
16,0,18,0,0,19,18,17,16,0,21,19,0,0,22,0,20,0,15,0,17,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,6,0,1,1,1,1,1,1,0,0,0,0,5,0,0,7,0,2,3,4,0,8,5,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$8,17,16,0,255,True,
16,0,18,0,0,19,18,17,0,0,21,19,0,0,22,0,20,16,15,0,17,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,6,0,1,1,1,1,1,1,0,0,0,4,5,0,0,7,0,2,3,0,0,8,5,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$25,34,15,0,255,True,
16,0,18,0,0,19,18,17,0,0,21,19,0,0,22,0,20,16,15,0,17,15,15,15,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,4,5,0,0,7,0,2,3,0,0,8,5,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$20,39,17,0,255,True,
16,0,18,0,0,19,18,17,0,0,21,19,0,0,22,0,20,16,15,0,0,15,15,15,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,4,5,0,0,7,0,2,3,0,0,8,5,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$10,40,21,0,255,True,
16,0,18,0,0,19,18,17,0,0,0,19,0,0,22,0,20,16,15,0,0,15,15,15,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,17,21,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,4,5,0,0,7,0,2,3,0,0,8,5,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5,15,19,0,255,True,
16,0,18,0,0,0,18,17,0,0,0,19,0,0,22,19,20,16,15,0,0,15,15,15,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,17,21,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,0,0,4,5,0,0,7,0,0,3,0,0,8,5,4,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$39,58,17,1,255,True,
16,0,18,0,0,0,18,17,0,0,0,19,0,0,22,19,20,16,15,0,0,15,15,15,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,21,0,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,4,1,1,1,1,2,0,0,0,5,0,0,7,0,0,3,0,0,8,5,4,3,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,$0,64,0,0,15,True,
